,Time,Time (s),Distance [m],Logger Temperature [癈],External Voltage [V],Channel01 [bar],Channel02 [bar],InlineAcc [g],LateralAcc [g],VerticalAcc [g],RollRate [deg/s],PitchRate [deg/s],YawRate [deg/s],RPM [rpm],Speed [km/h],TPS [%],TPS_2 [%],ACCY [g],Brake_press_F [bar],Brake_press_R [bar],Fuel_press [bar],Gear [gear],Mapping [#],PPS [%],Speed_fl [km/h],Speed_fr [km/h],Speed_rl [km/h],Speed_rr [km/h],Water_temp [癈],Steer_angle [deg],Fuel_tank [#],GPS_Speed [km/h],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [癩,GPS_Longitude [癩,GPS_Elevation [cm]
Lap: 1, 00.32.737,0,0,41.062,9.968,0.886,-1.667,-0.032,0,-0.995,-0.578,-0.264,-0.231,0,9.609,3.048,3.068,-2.961,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582096,121.2274195,7.97
,,0.02,0,41.062,9.997,0.886,-1.667,-0.027,0.002,-0.995,-0.57,-0.12,-0.235,0,9.608,3.048,3.068,-2.953,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582092,121.2274195,7.97
,,0.04,0,41.062,10.026,0.886,-1.667,-0.019,0.005,-0.995,-0.574,-0.016,-0.236,0,9.606,3.048,3.068,-2.945,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582088,121.2274196,7.97
,,0.06,0,41.062,10.056,0.886,-1.667,-0.011,0.005,-0.994,-0.586,0.029,-0.236,0,9.605,3.048,3.068,-2.936,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582084,121.2274196,7.97
,,0.08,0,41.062,10.085,0.886,-1.667,-0.004,0.005,-0.994,-0.599,-0.001,-0.234,0,9.603,3.048,3.068,-2.928,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.3358208,121.2274196,7.97
,,0.1,0,41.062,10.114,0.886,-1.667,-0.001,0.005,-0.993,-0.608,-0.102,-0.23,0,9.602,3.048,3.068,-2.92,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582076,121.2274196,7.98
,,0.12,0,41.062,10.143,0.886,-1.667,-0.001,0.005,-0.992,-0.609,-0.236,-0.227,0,9.6,3.048,3.068,-2.916,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582072,121.2274197,7.98
,,0.14,0,41.062,10.173,0.886,-1.667,-0.003,0.002,-0.991,-0.604,-0.37,-0.231,0,9.599,3.048,3.068,-2.912,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582068,121.2274197,7.98
,,0.16,0,41.062,10.202,0.886,-1.667,-0.008,0.004,-0.99,-0.599,-0.475,-0.241,0,9.597,3.048,3.068,-2.908,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582064,121.2274197,7.98
,,0.18,0,41.062,10.231,0.886,-1.667,-0.013,0.005,-0.99,-0.598,-0.535,-0.258,0,9.596,3.048,3.068,-2.903,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.3358206,121.2274198,7.98
,,0.2,0,41.062,10.26,0.886,-1.667,-0.018,0.005,-0.991,-0.609,-0.518,-0.269,0,9.595,3.048,3.068,-2.899,4.648,4.558,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582055,121.2274198,7.98
,,0.22,0,41.062,10.289,0.886,-1.667,-0.021,0.005,-0.993,-0.618,-0.439,-0.267,0,9.593,3.044,3.058,-2.904,4.538,4.403,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582051,121.2274198,7.98
,,0.24,0,41.062,10.319,0.886,-1.667,-0.022,0.004,-0.995,-0.611,-0.337,-0.253,0,9.592,3.04,3.049,-2.909,4.427,4.248,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.946,1.39,0.14,31.33582047,121.2274198,7.99
,,0.26,0,41.062,10.348,0.886,-1.667,-0.021,0.003,-0.996,-0.594,-0.248,-0.236,0,9.59,3.036,3.039,-2.914,4.317,4.092,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.947,1.39,0.14,31.33582043,121.2274199,7.99
,,0.28,0,41.062,10.377,0.886,-1.667,-0.019,0.002,-0.996,-0.573,-0.176,-0.223,0,9.589,3.032,3.029,-2.919,4.207,3.937,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.947,1.39,0.14,31.33582039,121.2274199,7.99
,,0.3,0,41.062,10.406,0.886,-1.667,-0.016,0.002,-0.995,-0.564,-0.124,-0.222,0,9.587,3.028,3.019,-2.924,4.096,3.782,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.947,1.39,0.14,31.33582035,121.2274199,7.99
,,0.32,0,41.062,10.436,0.886,-1.667,-0.013,0.002,-0.994,-0.57,-0.1,-0.226,0,9.54,3.019,3.012,-2.919,4.021,3.747,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.949,1.388,0.136,31.33582031,121.22742,7.99
,,0.34,0,41.062,10.465,0.886,-1.667,-0.01,0.002,-0.994,-0.584,-0.117,-0.231,0,9.494,3.011,3.005,-2.914,3.945,3.713,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.95,1.386,0.132,31.33582027,121.22742,7.99
,,0.36,0,41.062,10.494,0.886,-1.667,-0.007,0.002,-0.995,-0.59,-0.182,-0.234,0,9.447,3.002,2.997,-2.908,3.87,3.679,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.951,1.384,0.128,31.33582023,121.22742,7.99
,,0.38,0,41.062,10.523,0.886,-1.668,-0.007,0.002,-0.995,-0.591,-0.276,-0.236,0,9.4,2.994,2.99,-2.903,3.794,3.644,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.952,1.382,0.124,31.3358202,121.22742,7.99
,,0.4,0,41.062,10.552,0.886,-1.668,-0.01,0.002,-0.994,-0.614,-0.416,-0.245,0,9.353,2.985,2.982,-2.897,3.718,3.61,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.954,1.38,0.12,31.33582016,121.2274201,8
,,0.42,0,41.062,10.582,0.886,-1.668,-0.013,0.002,-0.994,-0.637,-0.418,-0.251,0,9.268,2.975,2.978,-2.901,3.642,3.525,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.954,1.38,0.124,31.33582013,121.2274201,8
,,0.44,0,41.062,10.611,0.886,-1.668,-0.017,0.002,-0.996,-0.653,-0.393,-0.254,0,9.182,2.964,2.973,-2.905,3.566,3.441,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.38,0.128,31.3358201,121.2274201,8
,,0.46,0,41.062,10.64,0.886,-1.668,-0.019,0.003,-0.996,-0.654,-0.365,-0.254,0,9.097,2.954,2.969,-2.909,3.49,3.356,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.38,0.132,31.33582007,121.2274201,8
,,0.48,0,41.062,10.669,0.887,-1.668,-0.021,0.004,-0.996,-0.645,-0.334,-0.248,0,9.011,2.943,2.965,-2.914,3.414,3.272,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.38,0.136,31.33582004,121.2274201,8
,,0.5,0,41.062,10.699,0.888,-1.668,-0.02,0.005,-0.995,-0.641,-0.285,-0.236,0,8.925,2.933,2.96,-2.918,3.338,3.187,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.38,0.14,31.33582002,121.2274202,8
,,0.52,0,41.062,10.728,0.888,-1.667,-0.018,0.005,-0.994,-0.633,-0.227,-0.23,1.947,8.936,2.951,2.978,-2.921,3.234,3.111,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.378,0.14,31.33581999,121.2274202,8
,,0.54,0,41.062,10.757,0.888,-1.667,-0.015,0.005,-0.994,-0.624,-0.194,-0.231,3.894,8.946,2.97,2.996,-2.925,3.131,3.036,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.376,0.14,31.33581997,121.2274202,8
,,0.56,0,41.062,10.786,0.888,-1.667,-0.012,0.004,-0.994,-0.608,-0.198,-0.239,5.84,8.956,2.988,3.014,-2.929,3.027,2.96,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.374,0.14,31.33581995,121.2274202,8
,,0.58,0,41.062,10.815,0.887,-1.667,-0.01,0.003,-0.995,-0.586,-0.222,-0.251,7.787,8.967,3.007,3.032,-2.932,2.924,2.884,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.372,0.14,31.33581993,121.2274202,8
,,0.6,0,41.062,10.845,0.887,-1.667,-0.009,0.002,-0.995,-0.575,-0.261,-0.249,9.734,8.977,3.026,3.05,-2.936,2.82,2.808,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.37,0.14,31.33581992,121.2274202,8
,,0.62,0,41.062,10.874,0.887,-1.667,-0.01,0.002,-0.995,-0.573,-0.31,-0.24,52.031,8.852,3.476,3.484,-2.934,2.744,2.797,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.37,0.136,31.3358199,121.2274202,8
,,0.64,0,41.062,10.903,0.887,-1.668,-0.012,0.003,-0.994,-0.579,-0.34,-0.228,94.329,8.728,3.926,3.919,-2.932,2.667,2.786,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.957,1.37,0.132,31.33581989,121.2274203,8
,,0.66,0,41.062,10.932,0.887,-1.668,-0.013,0.002,-0.993,-0.584,-0.346,-0.226,136.626,8.604,4.376,4.354,-2.931,2.591,2.775,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.37,0.128,31.33581988,121.2274203,8
,,0.68,0,41.062,10.962,0.885,-1.668,-0.015,0.002,-0.992,-0.582,-0.345,-0.23,178.923,8.479,4.826,4.789,-2.929,2.514,2.764,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.37,0.124,31.33581987,121.2274203,8
,,0.7,0,41.062,10.991,0.884,-1.668,-0.017,0.003,-0.992,-0.58,-0.327,-0.239,221.22,8.355,5.276,5.224,-2.927,2.438,2.754,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.37,0.12,31.33581986,121.2274203,8
,,0.72,0,41.062,11.02,0.885,-1.668,-0.018,0.004,-0.992,-0.58,-0.28,-0.252,221.774,8.361,5.488,5.463,-2.926,2.323,2.631,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.368,0.124,31.33581985,121.2274203,8
,,0.74,0,41.062,11.049,0.886,-1.668,-0.017,0.005,-0.993,-0.581,-0.236,-0.26,222.327,8.367,5.699,5.703,-2.925,2.208,2.509,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.366,0.128,31.33581985,121.2274203,8
,,0.76,0,41.062,11.078,0.886,-1.668,-0.016,0.005,-0.993,-0.589,-0.213,-0.253,222.88,8.372,5.911,5.943,-2.924,2.093,2.387,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.364,0.132,31.33581984,121.2274203,8
,,0.78,0,41.062,11.108,0.885,-1.669,-0.014,0.004,-0.993,-0.59,-0.195,-0.238,223.434,8.378,6.122,6.182,-2.923,1.979,2.265,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.362,0.136,31.33581984,121.2274203,8
,,0.8,0,41.062,11.137,0.885,-1.669,-0.012,0.005,-0.993,-0.583,-0.204,-0.223,223.987,8.384,6.334,6.422,-2.922,1.864,2.143,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.36,0.14,31.33581984,121.2274203,8
,,0.82,0,41.062,11.166,0.885,-1.669,-0.01,0.005,-0.993,-0.572,-0.25,-0.215,224.889,8.228,6.377,6.457,-2.924,1.864,2.118,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.358,0.142,31.33581984,121.2274203,8
,,0.84,0,41.062,11.195,0.884,-1.669,-0.01,0.005,-0.993,-0.564,-0.279,-0.214,225.79,8.072,6.42,6.491,-2.925,1.864,2.093,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.356,0.144,31.33581984,121.2274203,8
,,0.86,0,41.062,11.225,0.884,-1.669,-0.01,0.005,-0.993,-0.556,-0.292,-0.223,226.692,7.917,6.462,6.525,-2.926,1.864,2.069,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.354,0.146,31.33581984,121.2274203,8
,,0.88,0,41.062,11.254,0.885,-1.669,-0.011,0.005,-0.993,-0.559,-0.325,-0.236,227.594,7.761,6.505,6.56,-2.927,1.864,2.044,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.352,0.148,31.33581984,121.2274203,8
,,0.9,0,41.062,11.283,0.885,-1.669,-0.013,0.005,-0.993,-0.571,-0.354,-0.245,228.495,7.605,6.548,6.594,-2.929,1.864,2.019,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581984,121.2274203,8
,,0.92,0,41.062,11.312,0.885,-1.669,-0.014,0.005,-0.993,-0.582,-0.345,-0.249,229.09,7.51,6.591,6.647,-2.926,1.828,2.012,0,1,3,0,0,0,0,0,90,3,29.386,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581984,121.2274203,8
,,0.94,0,41.062,11.341,0.884,-1.67,-0.015,0.005,-0.994,-0.591,-0.334,-0.249,229.684,7.416,6.634,6.699,-2.923,1.792,2.005,0,1,3,0,0,0,0,0,90,3,58.772,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581984,121.2274203,8
,,0.96,0,41.062,11.371,0.885,-1.67,-0.017,0.005,-0.993,-0.605,-0.315,-0.248,230.278,7.321,6.677,6.752,-2.921,1.755,1.998,0,1,3,0,0,0,0,0,90,3,88.158,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581984,121.2274203,8
,,0.98,0,41.062,11.4,0.885,-1.669,-0.017,0.005,-0.994,-0.613,-0.269,-0.251,230.873,7.226,6.719,6.805,-2.918,1.719,1.991,0,1,3,0,0,0,0,0,90,3,117.544,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581983,121.2274203,8
,,1,0,41.062,11.429,0.885,-1.669,-0.016,0.005,-0.994,-0.616,-0.231,-0.256,231.467,7.131,6.762,6.857,-2.915,1.683,1.984,0,1,3,0,0,0,0,0,90,3,146.93,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.35,0.15,31.33581983,121.2274203,8
,,1.02,0,41.062,11.469,0.885,-1.669,-0.015,0.005,-0.994,-0.618,-0.221,-0.257,231.323,7.079,6.788,6.89,-2.912,1.641,1.948,0,1,3,0,0,0,0,0,90,3,13205.351,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.36,0.15,31.33581982,121.2274203,8
,,1.04,0,41.062,11.508,0.884,-1.669,-0.013,0.004,-0.993,-0.619,-0.213,-0.252,231.18,7.027,6.815,6.922,-2.909,1.599,1.912,0,1,3,0,0,0,0,0,90,3,26263.771,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.37,0.15,31.33581982,121.2274204,8
,,1.06,0,41.061,11.548,0.884,-1.669,-0.011,0.005,-0.992,-0.619,-0.213,-0.245,231.037,6.974,6.841,6.954,-2.905,1.557,1.876,0,1,3,0,0,0,0,0,90,3,39322.191,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.38,0.15,31.33581981,121.2274204,8
,,1.08,0,41.061,11.588,0.884,-1.668,-0.01,0.005,-0.99,-0.63,-0.255,-0.244,230.893,6.922,6.867,6.987,-2.902,1.515,1.839,0,1,3,0,0,0,0,0,90,3,52380.609,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.39,0.15,31.3358198,121.2274204,8
,,1.1,0,41.06,11.627,0.884,-1.668,-0.011,0.004,-0.99,-0.67,-0.286,-0.243,230.75,6.869,6.893,7.019,-2.899,1.473,1.803,0,1,3,0,0,0,0,0,90,3,65439.031,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.4,0.15,31.33581978,121.2274204,8
,,1.12,0,41.06,11.667,0.884,-1.669,-0.012,0.003,-0.991,-0.707,-0.251,-0.243,363.277,6.511,6.645,6.731,-2.918,1.372,1.71,0,1,3,0,0,0,0,0,90,3,65445.43,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.442,0.15,31.33581976,121.2274205,8
,,1.14,0,41.059,11.707,0.884,-1.669,-0.013,0.002,-0.995,-0.684,-0.221,-0.244,495.804,6.152,6.397,6.443,-2.937,1.272,1.616,0,1,3,0,0,0,0,0,90,3,65451.824,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.484,0.15,31.33581975,121.2274205,8
,,1.16,0,41.059,11.746,0.884,-1.67,-0.014,0.002,-0.995,-0.627,-0.308,-0.241,628.332,5.793,6.148,6.156,-2.955,1.171,1.523,0,1,3,0,0,0,0,0,90,3,65458.223,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.526,0.15,31.33581973,121.2274206,8
,,1.18,0,41.058,11.786,0.883,-1.669,-0.017,0.003,-0.995,-0.589,-0.336,-0.235,760.859,5.434,5.9,5.868,-2.974,1.07,1.43,0,1,3,0,0,0,0,0,90,3,65464.617,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.568,0.15,31.33581971,121.2274206,8
,,1.2,0,41.058,11.826,0.882,-1.669,-0.018,0.005,-0.997,-0.599,-0.313,-0.228,893.387,5.075,5.651,5.58,-2.993,0.969,1.336,0,1,3,0,0,0,0,0,90,3,65471.016,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.61,0.15,31.33581969,121.2274206,8
,,1.22,0,41.057,11.865,0.883,-1.669,-0.018,0.006,-1,-0.614,-0.257,-0.228,1054.358,4.796,5.336,5.254,-3.041,0.863,1.281,0,1,3,0,0,0,0,0,90,3,65464.617,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.6,0.144,31.33581966,121.2274207,8
,,1.24,0,41.057,11.905,0.884,-1.67,-0.017,0.007,-1.004,-0.585,-0.23,-0.239,1215.329,4.518,5.021,4.928,-3.089,0.756,1.226,0,1,3,0,0,0,0,0,90,3,65458.223,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.59,0.138,31.33581964,121.2274207,8
,,1.26,0,41.056,11.944,0.884,-1.67,-0.016,0.007,-1.006,-0.487,-0.253,-0.253,1376.301,4.239,4.706,4.602,-3.138,0.65,1.17,0,1,3,0,0,0,0,0,90,3,65451.824,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.58,0.132,31.33581961,121.2274208,8
,,1.28,0,41.056,11.984,0.885,-1.669,-0.014,0.009,-1.003,-0.379,-0.332,-0.267,1537.272,3.96,4.392,4.276,-3.186,0.543,1.115,0,1,3,0,0,0,0,0,90,3,65445.43,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.57,0.126,31.33581959,121.2274208,8
,,1.3,0,41.055,12.024,0.885,-1.669,-0.014,0.009,-0.997,-0.336,-0.384,-0.277,1698.244,3.682,4.077,3.95,-3.234,0.437,1.059,0,1,3,0,0,0,0,0,90,3,65439.031,0,10,0,0,-0.006,-0.011,-0.022,7.956,1.56,0.12,31.33581957,121.2274209,8
,,1.32,0,41.055,12.063,0.885,-1.669,-0.014,0.006,-0.994,-0.388,-0.332,-0.277,1675.784,3.415,4.11,3.939,-3.28,0.471,1.004,0,1,3,0,0,0,0,0,90,3,52373.016,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.556,0.126,31.33581954,121.2274209,8
,,1.34,0,41.054,12.103,0.885,-1.669,-0.014,0.002,-0.998,-0.554,-0.188,-0.262,1653.323,3.148,4.144,3.928,-3.327,0.506,0.948,0,1,3,0,0,0,0,0,90,3,39307,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.552,0.132,31.33581952,121.227421,8
,,1.36,0,41.054,12.143,0.885,-1.669,-0.015,-0.001,-1.001,-0.569,-0.219,-0.253,1630.863,2.882,4.177,3.916,-3.374,0.54,0.893,0,1,3,0,0,0,0,0,90,3,26240.982,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.548,0.138,31.3358195,121.227421,8
,,1.38,0,41.054,12.182,0.886,-1.669,-0.015,-0.001,-0.999,-0.536,-0.286,-0.244,1608.403,2.615,4.21,3.905,-3.42,0.575,0.838,0,1,3,0,0,0,0,0,90,3,13174.965,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.544,0.144,31.33581949,121.227421,8
,,1.4,0,41.053,12.222,0.886,-1.669,-0.016,0,-0.995,-0.521,-0.344,-0.236,1585.943,2.348,4.244,3.894,-3.467,0.61,0.782,0,1,3,0,0,0,0,0,90,3,108.948,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.54,0.15,31.33581947,121.227421,8
,,1.42,0,41.053,12.262,0.887,-1.669,-0.017,0.001,-0.992,-0.566,-0.353,-0.232,1526.719,2.273,4.203,3.888,-3.484,0.61,0.8,0,1,3,0,0,0,0,0,90,3,114.946,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.538,0.148,31.33581946,121.2274211,8
,,1.44,0,41.052,12.301,0.887,-1.669,-0.017,0.002,-0.991,-0.655,-0.299,-0.236,1467.494,2.197,4.161,3.881,-3.502,0.61,0.818,0,1,3,0,0,0,0,0,90,3,120.943,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.536,0.146,31.33581944,121.2274211,8
,,1.46,0,41.052,12.341,0.888,-1.669,-0.017,0.002,-0.994,-0.737,-0.223,-0.244,1408.27,2.121,4.12,3.875,-3.519,0.61,0.836,0,1,3,0,0,0,0,0,90,3,126.94,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.534,0.144,31.33581943,121.2274211,8
,,1.48,0,41.051,12.38,0.888,-1.67,-0.015,0.003,-0.997,-0.756,-0.172,-0.253,1349.045,2.046,4.079,3.869,-3.537,0.61,0.854,0,1,3,0,0,0,0,0,90,3,132.937,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.532,0.142,31.33581942,121.2274211,8
,,1.5,0,41.051,12.42,0.888,-1.67,-0.013,0.005,-0.998,-0.723,-0.195,-0.261,1289.821,1.97,4.037,3.863,-3.554,0.61,0.872,0,1,3,0,0,0,0,0,90,3,138.934,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.53,0.14,31.33581942,121.2274211,8
,,1.52,0,41.05,12.46,0.888,-1.67,-0.011,0.008,-0.994,-0.651,-0.262,-0.262,1296.625,1.949,3.972,3.814,-3.555,0.61,0.894,0,1,3,0,0,0,0,0,90,3,138.734,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.526,0.136,31.33581941,121.2274211,8
,,1.54,0,41.05,12.499,0.889,-1.67,-0.01,0.01,-0.99,-0.635,-0.27,-0.258,1303.428,1.928,3.907,3.765,-3.555,0.61,0.915,0,1,3,0,0,0,0,0,90,3,138.534,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.522,0.132,31.33581941,121.2274211,8
,,1.56,0,41.049,12.539,0.889,-1.67,-0.009,0.01,-0.988,-0.634,-0.257,-0.253,1310.232,1.907,3.842,3.715,-3.556,0.61,0.937,0,1,3,0,0,0,0,0,90,3,138.335,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.518,0.128,31.33581941,121.2274211,8
,,1.58,0,41.049,12.579,0.889,-1.669,-0.01,0.009,-0.989,-0.619,-0.245,-0.252,1317.036,1.887,3.777,3.666,-3.556,0.61,0.958,0,1,3,0,0,0,0,0,90,3,138.135,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.514,0.124,31.33581941,121.2274211,8
,,1.6,0,41.048,12.618,0.889,-1.669,-0.011,0.007,-0.991,-0.582,-0.258,-0.256,1323.839,1.866,3.712,3.617,-3.557,0.61,0.98,0,1,3,0,0,0,0,0,90,3,137.935,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.51,0.12,31.33581941,121.2274211,8
,,1.62,0,41.048,12.658,0.889,-1.669,-0.012,0.004,-0.993,-0.533,-0.287,-0.262,1339.906,1.84,3.65,3.551,-3.563,0.534,0.908,0,1,3,0,0,0,0,0,90,3,139.734,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.508,0.12,31.33581941,121.2274211,8
,,1.64,0,41.047,12.698,0.889,-1.669,-0.013,0.002,-0.992,-0.509,-0.312,-0.266,1355.972,1.815,3.587,3.484,-3.569,0.459,0.837,0,1,3,0,0,0,0,0,90,3,141.533,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.506,0.12,31.33581941,121.2274211,8
,,1.66,0,41.047,12.737,0.889,-1.668,-0.014,0.001,-0.991,-0.518,-0.301,-0.266,1372.038,1.789,3.525,3.417,-3.575,0.384,0.765,0,1,3,0,0,0,0,0,90,3,143.332,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.504,0.12,31.33581941,121.2274211,8
,,1.68,0,41.046,12.777,0.89,-1.668,-0.015,0,-0.992,-0.553,-0.265,-0.262,1388.105,1.764,3.463,3.35,-3.582,0.309,0.694,0,1,3,0,0,0,0,0,90,3,145.131,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.502,0.12,31.33581941,121.2274211,8
,,1.7,0,41.046,12.816,0.89,-1.667,-0.015,0,-0.995,-0.601,-0.234,-0.257,1404.171,1.738,3.4,3.283,-3.588,0.234,0.622,0,1,3,0,0,0,0,0,90,3,146.93,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.5,0.12,31.33581941,121.2274211,8
,,1.72,0,41.046,12.856,0.89,-1.667,-0.015,0.001,-0.996,-0.621,-0.25,-0.254,1412.573,1.701,3.32,3.193,-3.602,0.187,0.53,0,1,3,0,0,0,0,0,90,3,13211.747,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.496,0.124,31.33581942,121.2274211,8
