,Time,Time (s),Distance [m],Logger Temperature [癈],External Voltage [V],Channel01 [bar],Channel02 [bar],InlineAcc [g],LateralAcc [g],VerticalAcc [g],RollRate [deg/s],PitchRate [deg/s],YawRate [deg/s],RPM [rpm],Speed [km/h],TPS [%],TPS_2 [%],ACCY [g],Brake_press_F [bar],Brake_press_R [bar],Fuel_press [bar],Gear [gear],Mapping [#],PPS [%],Speed_fl [km/h],Speed_fr [km/h],Speed_rl [km/h],Speed_rr [km/h],Water_temp [癈],Steer_angle [deg],Fuel_tank [#],GPS_Speed [km/h],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [癩,GPS_Longitude [癩,GPS_Elevation [cm]
,,141.82,4648.15,40.91,14.277,1.895,-1.669,-0.329,-0.218,-1.029,-0.355,-0.655,4.451,3406.606,2.656,14.798,14.487,-2.668,0,0.373,4.5,3,3,67.863,84.195,83.785,84.384,84.508,78,3,64767.348,82.49,11,0.254,0.274,-0.494,-47.623,6.292,8.178,1.27,0.144,31.33603005,121.2271611,8.22
,,141.84,4648.61,40.912,14.277,1.902,-1.668,-0.331,-0.213,-1.014,-0.218,-0.726,4.426,3411.217,2.675,14.731,14.495,-2.659,0,0.389,4.5,3,3,67.89,84.408,84.01,84.597,84.721,78,3,64767.348,82.69,11,0.249,0.281,-0.501,-47.499,6.146,8.174,1.27,0.146,31.3360329,121.2271575,8.21
,,141.86,4649.07,40.914,14.278,1.912,-1.668,-0.333,-0.214,-0.997,-0.396,-0.819,4.422,3415.828,2.694,14.664,14.502,-2.65,0,0.404,4.5,3,3,67.917,84.62,84.235,84.811,84.933,78,3,64767.348,82.89,11,0.244,0.289,-0.508,-47.376,5.999,8.169,1.27,0.148,31.33603579,121.2271539,8.21
,,141.88,4649.53,40.917,14.278,1.921,-1.667,-0.336,-0.221,-0.998,-0.891,-0.818,4.439,3420.439,2.712,14.598,14.51,-2.642,0,0.419,4.5,3,3,67.944,84.833,84.46,85.024,85.145,78,3,64767.348,83.09,11,0.239,0.296,-0.515,-47.252,5.852,8.165,1.27,0.15,31.33603872,121.2271502,8.2
,,141.9,4650,40.919,14.278,1.93,-1.667,-0.337,-0.227,-1.017,-1.242,-0.863,4.456,3426.081,2.688,14.519,14.414,-2.642,0,0.399,4.5,3,3,67.899,85.056,84.697,85.27,85.37,78,3,64767.348,83.309,11,0.235,0.3,-0.522,-47.13,5.74,8.16,1.27,0.15,31.33604165,121.2271465,8.2
,,141.92,4650.46,40.921,14.279,1.939,-1.667,-0.335,-0.225,-1.022,-0.983,-1.127,4.441,3431.778,2.661,14.441,14.312,-2.643,0,0.376,4.5,3,3,67.85,85.28,84.934,85.518,85.596,78,3,64767.348,83.529,11,0.232,0.305,-0.529,-47.009,5.63,8.155,1.27,0.15,31.33604456,121.2271429,8.19
,,141.94,4650.93,40.923,14.279,1.95,-1.667,-0.333,-0.218,-1.014,-0.629,-1.256,4.402,3437.475,2.634,14.362,14.21,-2.644,0,0.354,4.5,3,3,67.801,85.504,85.171,85.767,85.822,78,3,64767.348,83.749,11,0.228,0.309,-0.536,-46.887,5.52,8.15,1.27,0.15,31.33604744,121.2271393,8.19
,,141.96,4651.4,40.925,14.279,1.961,-1.668,-0.328,-0.213,-0.999,-0.395,-1.099,4.353,3443.172,2.607,14.283,14.108,-2.645,0,0.332,4.5,3,3,67.752,85.728,85.408,86.015,86.048,78,3,64767.348,83.969,11,0.224,0.313,-0.543,-46.766,5.41,8.145,1.27,0.15,31.33605032,121.2271357,8.18
,,141.98,4651.89,40.927,14.28,1.973,-1.668,-0.322,-0.21,-0.983,-0.333,-0.709,4.307,3449.154,2.579,14.201,14.001,-2.645,0,0.309,4.5,3,3,67.701,85.963,85.657,86.275,86.285,78,3,64767.348,84.2,11,0.221,0.318,-0.55,-46.638,5.295,8.14,1.27,0.15,31.33605338,121.2271319,8.18
,,142,4652.37,40.929,14.28,1.98,-1.667,-0.319,-0.209,-0.972,-0.398,-0.235,4.276,3459.954,2.583,14.185,13.969,-2.65,0,0.289,4.499,3,3,67.658,86.152,85.869,86.452,86.522,78,3,64760.949,84.44,11,0.22,0.318,-0.557,-46.521,5.272,8.135,1.268,0.15,31.33605635,121.2271283,8.17
,,142.02,4652.84,40.931,14.28,1.986,-1.667,-0.316,-0.209,-0.963,-0.494,0.212,4.26,3470.754,2.587,14.168,13.936,-2.654,0,0.27,4.499,3,3,67.614,86.341,86.081,86.628,86.759,78,3,64754.555,84.68,11,0.22,0.318,-0.564,-46.405,5.249,8.13,1.266,0.15,31.33605932,121.2271246,8.17
,,142.04,4653.31,40.933,14.281,1.991,-1.667,-0.315,-0.21,-0.955,-0.571,0.511,4.264,3481.553,2.591,14.152,13.904,-2.659,0,0.25,4.498,3,3,67.57,86.529,86.294,86.805,86.996,78,3,64748.156,84.92,11,0.22,0.318,-0.57,-46.288,5.226,8.124,1.264,0.15,31.3360623,121.227121,8.16
,,142.06,4653.79,40.935,14.281,1.995,-1.667,-0.317,-0.211,-0.943,-0.619,0.702,4.32,3492.353,2.595,14.136,13.871,-2.663,0,0.231,4.498,3,3,67.527,86.718,86.506,86.981,87.234,78,3,64741.762,85.16,11,0.219,0.318,-0.577,-46.171,5.203,8.119,1.262,0.15,31.33606531,121.2271173,8.16
,,142.08,4654.26,40.937,14.281,1.999,-1.667,-0.319,-0.213,-0.937,-0.618,0.67,4.379,3503.153,2.6,14.12,13.839,-2.668,0,0.211,4.497,3,3,67.483,86.907,86.718,87.158,87.471,78,3,64735.363,85.4,11,0.219,0.318,-0.584,-46.054,5.18,8.114,1.26,0.15,31.33606833,121.2271137,8.15
,,142.1,4654.74,40.939,14.282,2.003,-1.667,-0.322,-0.215,-0.935,-0.657,0.641,4.444,3512.785,2.598,14.091,13.816,-2.671,0,0.198,4.488,3,3,67.379,87.119,86.932,87.383,87.695,78,3,64716.172,85.62,11,0.222,0.316,-0.59,-45.935,5.235,8.108,1.26,0.15,31.33607135,121.22711,8.15
,,142.12,4655.23,40.941,14.282,2.008,-1.667,-0.323,-0.218,-0.941,-0.717,0.669,4.499,3522.416,2.596,14.061,13.793,-2.675,0,0.186,4.478,3,3,67.275,87.332,87.145,87.609,87.92,78,3,64696.98,85.84,11,0.224,0.314,-0.596,-45.816,5.29,8.102,1.26,0.15,31.33607445,121.2271063,8.14
,,142.14,4655.71,40.944,14.282,2.012,-1.667,-0.322,-0.22,-0.948,-0.757,0.602,4.538,3532.048,2.595,14.032,13.77,-2.678,0,0.173,4.468,3,3,67.171,87.545,87.358,87.834,88.144,78,3,64677.793,86.06,11,0.227,0.312,-0.601,-45.696,5.345,8.097,1.26,0.15,31.33607755,121.2271026,8.13
,,142.16,4656.19,40.946,14.283,2.017,-1.667,-0.322,-0.224,-0.952,-0.836,0.332,4.569,3541.68,2.593,14.002,13.747,-2.681,0,0.16,4.459,3,3,67.067,87.757,87.571,88.059,88.369,78,3,64658.602,86.28,11,0.229,0.31,-0.607,-45.577,5.4,8.091,1.26,0.15,31.33608066,121.2270989,8.13
,,142.18,4656.67,40.948,14.283,2.022,-1.667,-0.324,-0.231,-0.957,-1.03,0.095,4.585,3551.311,2.591,13.973,13.724,-2.685,0,0.148,4.449,3,3,66.963,87.97,87.784,88.285,88.593,78,3,64639.41,86.5,11,0.232,0.308,-0.613,-45.458,5.455,8.085,1.26,0.15,31.3360837,121.2270953,8.12
,,142.2,4657.15,40.95,14.283,2.025,-1.667,-0.325,-0.238,-0.977,-1.273,0.07,4.589,3559.078,2.587,13.977,13.726,-2.686,0,0.165,4.449,3,3,66.965,88.195,88.007,88.521,88.805,78,3,64639.41,86.7,11,0.235,0.306,-0.617,-45.343,5.51,8.079,1.26,0.15,31.33608675,121.2270917,8.12
,,142.22,4657.64,40.952,14.284,2.028,-1.668,-0.325,-0.243,-1.011,-1.363,0.036,4.577,3566.845,2.582,13.982,13.728,-2.686,0,0.183,4.449,3,3,66.968,88.42,88.231,88.757,89.017,78,3,64639.41,86.9,11,0.238,0.305,-0.622,-45.229,5.565,8.072,1.26,0.15,31.3360898,121.2270881,8.11
,,142.24,4658.13,40.954,14.284,2.031,-1.668,-0.323,-0.242,-1.041,-1.17,-0.332,4.569,3574.612,2.577,13.987,13.73,-2.687,0,0.201,4.449,3,3,66.97,88.646,88.455,88.993,89.228,78,3,64639.41,87.1,11,0.24,0.303,-0.627,-45.114,5.62,8.066,1.26,0.15,31.33609292,121.2270844,8.1
,,142.26,4658.64,40.956,14.284,2.035,-1.668,-0.321,-0.237,-1.051,-0.854,-1.097,4.565,3582.767,2.573,13.992,13.732,-2.688,0,0.22,4.449,3,3,66.973,88.882,88.69,89.241,89.451,78,3,64639.41,87.31,11,0.243,0.301,-0.631,-44.994,5.678,8.059,1.26,0.15,31.33609621,121.2270806,8.1
,,142.28,4659.12,40.958,14.285,2.039,-1.668,-0.321,-0.234,-1.048,-0.764,-1.728,4.557,3590.515,2.568,13.996,13.734,-2.689,0,0.237,4.45,3,3,66.978,89.108,88.912,89.475,89.661,78,3,64639.41,87.511,11,0.246,0.3,-0.636,-44.879,5.731,8.052,1.26,0.15,31.33609935,121.2270769,8.09
,,142.3,4659.61,40.96,14.285,2.044,-1.667,-0.32,-0.234,-1.047,-0.931,-1.899,4.541,3597.913,2.566,14.003,13.746,-2.689,0,0.258,4.46,3,3,67.033,89.344,89.113,89.676,89.849,78,3,64639.41,87.731,11,0.247,0.299,-0.638,-44.765,5.74,8.045,1.26,0.15,31.33610252,121.2270732,8.08
,,142.32,4660.11,40.962,14.285,2.048,-1.667,-0.317,-0.235,-1.054,-1.17,-1.793,4.53,3605.311,2.564,14.01,13.757,-2.688,0,0.279,4.47,3,3,67.088,89.581,89.313,89.876,90.037,78,3,64639.41,87.951,11,0.248,0.298,-0.64,-44.65,5.749,8.038,1.26,0.15,31.3361057,121.2270696,8.07
,,142.34,4660.6,40.964,14.286,2.049,-1.667,-0.314,-0.237,-1.059,-1.301,-1.757,4.518,3612.709,2.562,14.017,13.769,-2.688,0,0.299,4.48,3,3,67.142,89.817,89.514,90.077,90.224,78,3,64639.41,88.171,11,0.249,0.298,-0.643,-44.536,5.758,8.03,1.26,0.15,31.33610888,121.2270659,8.07
,,142.36,4661.09,40.966,14.286,2.048,-1.667,-0.313,-0.238,-1.051,-1.357,-1.773,4.514,3620.107,2.56,14.024,13.781,-2.688,0,0.32,4.49,3,3,67.197,90.054,89.714,90.278,90.412,78,3,64639.41,88.391,11,0.25,0.297,-0.645,-44.421,5.768,8.023,1.26,0.15,31.33611213,121.2270622,8.06
,,142.38,4661.58,40.968,14.287,2.047,-1.667,-0.313,-0.241,-1.039,-1.483,-1.501,4.507,3627.539,2.558,14.032,13.793,-2.688,0,0.34,4.5,3,3,67.25,90.289,89.915,90.479,90.6,78,3,64639.41,88.61,11,0.251,0.297,-0.647,-44.307,5.775,8.016,1.26,0.15,31.3361154,121.2270585,8.05
,,142.4,4662.08,40.971,14.287,2.052,-1.667,-0.31,-0.245,-1.032,-1.625,-0.922,4.507,3635.613,2.554,14.057,13.812,-2.688,0,0.351,4.5,3,3,67.268,90.489,90.128,90.704,90.802,78,3,64639.41,88.81,11,0.251,0.297,-0.648,-44.194,5.752,8.008,1.26,0.15,31.33611868,121.2270547,8.04
,,142.42,4662.58,40.973,14.287,2.057,-1.668,-0.308,-0.246,-1.029,-1.647,-0.494,4.515,3643.687,2.55,14.081,13.832,-2.688,0,0.363,4.5,3,3,67.286,90.689,90.341,90.929,91.003,78,3,64639.41,89.01,11,0.251,0.296,-0.65,-44.082,5.729,8.001,1.26,0.15,31.33612192,121.2270511,8.04
,,142.44,4663.08,40.975,14.288,2.06,-1.668,-0.312,-0.244,-1.024,-1.526,-0.411,4.537,3651.761,2.545,14.106,13.851,-2.688,0,0.375,4.5,3,3,67.304,90.889,90.554,91.154,91.205,78,3,64639.41,89.21,11,0.25,0.296,-0.651,-43.97,5.706,7.993,1.26,0.15,31.33612514,121.2270475,8.03
,,142.46,4663.57,40.977,14.288,2.061,-1.667,-0.318,-0.241,-1.013,-1.191,-0.437,4.591,3659.835,2.541,14.131,13.871,-2.688,0,0.386,4.5,3,3,67.321,91.089,90.767,91.378,91.406,78,3,64639.41,89.41,11,0.25,0.295,-0.652,-43.857,5.683,7.986,1.26,0.15,31.33612836,121.2270438,8.02
,,142.48,4664.07,40.979,14.288,2.063,-1.667,-0.317,-0.24,-1.015,-1.023,-0.583,4.634,3667.905,2.537,14.156,13.89,-2.688,0,0.396,4.5,3,3,67.34,91.289,90.981,91.602,91.61,78,3,64640.691,89.611,11,0.25,0.295,-0.653,-43.745,5.661,7.979,1.26,0.15,31.33613161,121.2270402,8.02
,,142.5,4664.58,40.981,14.289,2.064,-1.667,-0.317,-0.24,-1.017,-0.881,-0.916,4.685,3675.876,2.543,14.195,13.921,-2.686,0,0.385,4.5,3,3,67.387,91.489,91.205,91.801,91.846,78,3,64666.277,89.831,11,0.25,0.294,-0.653,-43.633,5.647,7.972,1.258,0.15,31.33613493,121.2270365,8.01
,,142.52,4665.08,40.983,14.289,2.066,-1.667,-0.32,-0.242,-1.023,-0.829,-1.212,4.727,3683.848,2.548,14.234,13.951,-2.685,0,0.373,4.5,3,3,67.434,91.689,91.429,92,92.083,78,3,64691.863,90.051,11,0.25,0.294,-0.653,-43.52,5.633,7.965,1.256,0.15,31.33613824,121.2270329,8
,,142.54,4665.58,40.985,14.289,2.069,-1.667,-0.322,-0.245,-1.04,-0.822,-1.231,4.758,3691.82,2.553,14.273,13.981,-2.684,0,0.362,4.5,3,3,67.48,91.889,91.654,92.2,92.319,78,3,64717.453,90.271,11,0.25,0.293,-0.653,-43.408,5.62,7.959,1.254,0.15,31.33614157,121.2270292,7.99
,,142.56,4666.11,40.987,14.29,2.073,-1.668,-0.321,-0.247,-1.064,-0.697,-1.144,4.787,3700.19,2.559,14.313,14.013,-2.683,0,0.35,4.5,3,3,67.53,92.099,91.889,92.409,92.568,78,3,64744.32,90.502,11,0.25,0.292,-0.653,-43.29,5.605,7.951,1.252,0.15,31.3361451,121.2270253,7.99
,,142.58,4666.62,40.989,14.29,2.077,-1.668,-0.319,-0.247,-1.076,-0.47,-1.378,4.81,3708.248,2.564,14.352,14.045,-2.682,0,0.339,4.501,3,3,67.578,92.3,92.113,92.607,92.803,78,3,64767.988,90.72,11,0.25,0.292,-0.653,-43.178,5.595,7.945,1.25,0.15,31.33614846,121.2270216,7.98
,,142.6,4667.13,40.991,14.29,2.08,-1.668,-0.32,-0.248,-1.075,-0.326,-1.819,4.828,3717.08,2.569,14.392,14.089,-2.678,0,0.338,4.51,3,3,67.639,92.514,92.324,92.796,93.027,78,3,64774.383,90.92,11,0.251,0.292,-0.653,-43.066,5.613,7.939,1.25,0.15,31.33615184,121.227018,7.98
,,142.62,4667.64,40.993,14.291,2.083,-1.668,-0.322,-0.253,-1.071,-0.405,-2.022,4.835,3725.913,2.574,14.431,14.132,-2.675,0,0.338,4.52,3,3,67.701,92.727,92.536,92.984,93.251,78,3,64780.781,91.12,11,0.253,0.293,-0.653,-42.953,5.631,7.934,1.25,0.15,31.3361553,121.2270142,7.97
,,142.64,4668.15,40.996,14.291,2.086,-1.668,-0.321,-0.258,-1.072,-0.65,-1.947,4.838,3734.745,2.579,14.471,14.176,-2.672,0,0.337,4.529,3,3,67.763,92.94,92.748,93.173,93.475,78,3,64787.18,91.32,11,0.254,0.293,-0.653,-42.841,5.65,7.928,1.25,0.15,31.33615875,121.2270105,7.96
,,142.66,4668.66,40.998,14.291,2.091,-1.667,-0.319,-0.261,-1.066,-0.767,-2.036,4.841,3743.577,2.583,14.511,14.22,-2.669,0,0.336,4.538,3,3,67.824,93.153,92.96,93.361,93.698,78,3,64793.574,91.52,11,0.255,0.294,-0.653,-42.729,5.668,7.923,1.25,0.15,31.33616221,121.2270068,7.96
,,142.68,4669.17,41,14.292,2.095,-1.667,-0.319,-0.263,-1.052,-0.899,-2.1,4.836,3752.496,2.588,14.547,14.26,-2.666,0,0.333,4.547,3,3,67.884,93.368,93.169,93.554,93.918,78,3,64799.332,91.722,11,0.256,0.295,-0.653,-42.617,5.687,7.917,1.25,0.15,31.3361656,121.2270032,7.95
,,142.7,4669.68,41.002,14.292,2.103,-1.667,-0.319,-0.265,-1.039,-1.095,-1.904,4.822,3762.189,2.592,14.55,14.266,-2.662,0,0.309,4.547,3,3,67.926,93.592,93.357,93.779,94.095,78,3,64799.332,91.942,11,0.258,0.297,-0.653,-42.507,5.715,7.912,1.25,0.15,31.336169,121.2269995,7.95
,,142.72,4670.2,41.004,14.292,2.11,-1.667,-0.319,-0.267,-1.03,-1.285,-1.534,4.804,3771.882,2.596,14.553,14.272,-2.658,0,0.285,4.547,3,3,67.968,93.817,93.546,94.004,94.272,78,3,64799.332,92.162,11,0.26,0.298,-0.653,-42.397,5.742,7.907,1.25,0.15,31.3361724,121.2269959,7.94
,,142.74,4670.71,41.006,14.293,2.119,-1.667,-0.32,-0.268,-1.022,-1.392,-1.213,4.781,3781.575,2.6,14.557,14.278,-2.655,0,0.262,4.547,3,3,68.009,94.041,93.734,94.23,94.45,78,3,64799.332,92.382,11,0.262,0.3,-0.653,-42.287,5.77,7.903,1.25,0.15,31.33617589,121.2269923,7.94
,,142.76,4671.23,41.008,14.293,2.128,-1.668,-0.324,-0.267,-1.011,-1.429,-0.923,4.753,3791.268,2.604,14.56,14.284,-2.651,0,0.238,4.547,3,3,68.051,94.266,93.922,94.455,94.627,78,3,64799.332,92.602,11,0.264,0.302,-0.653,-42.177,5.797,7.898,1.25,0.15,31.33617939,121.2269886,7.93
,,142.78,4671.74,41.01,14.293,2.137,-1.668,-0.326,-0.264,-1.002,-1.429,-0.532,4.725,3800.976,2.608,14.563,14.289,-2.647,0,0.22,4.547,3,3,68.096,94.489,94.113,94.68,94.812,78,3,64799.332,92.82,11,0.265,0.304,-0.653,-42.067,5.823,7.893,1.25,0.15,31.33618288,121.2269849,7.93
,,142.8,4672.26,41.009,14.293,2.142,-1.668,-0.326,-0.261,-0.998,-1.369,-0.172,4.72,3810.813,2.611,14.557,14.282,-2.644,0,0.25,4.551,3,3,68.171,94.701,94.327,94.906,95.06,78,3,64799.332,93.02,11,0.266,0.306,-0.649,-41.959,5.832,7.888,1.25,0.15,31.33618642,121.2269812,7.92
,,142.82,4672.79,41.008,14.292,2.147,-1.667,-0.325,-0.258,-0.997,-1.208,-0.15,4.753,3820.649,2.613,14.551,14.275,-2.641,0,0.281,4.555,3,3,68.245,94.913,94.541,95.131,95.308,78,3,64799.332,93.22,11,0.267,0.308,-0.646,-41.851,5.841,7.884,1.25,0.15,31.33618996,121.2269775,7.92
,,142.84,4673.31,41.007,14.292,2.157,-1.667,-0.328,-0.256,-0.995,-1.142,-0.408,4.786,3830.486,2.616,14.545,14.268,-2.639,0,0.312,4.559,3,3,68.32,95.125,94.754,95.356,95.556,78,3,64799.332,93.42,11,0.268,0.31,-0.642,-41.744,5.85,7.879,1.25,0.15,31.33619351,121.2269739,7.91
,,142.86,4673.85,41.006,14.291,2.169,-1.668,-0.33,-0.254,-1,-1.097,-0.526,4.804,3840.814,2.618,14.539,14.26,-2.635,0,0.344,4.563,3,3,68.398,95.348,94.979,95.593,95.816,78,3,64799.332,93.63,11,0.269,0.311,-0.639,-41.631,5.86,7.874,1.25,0.15,31.3361973,121.22697,7.91
,,142.88,4674.38,41.005,14.29,2.18,-1.668,-0.329,-0.251,-1.011,-0.954,-0.592,4.807,3850.149,2.621,14.529,14.252,-2.633,0,0.374,4.567,3,3,68.464,95.558,95.196,95.82,96.055,78,3,64794.535,93.836,11,0.269,0.313,-0.635,-41.524,5.862,7.869,1.25,0.15,31.33620095,121.2269662,7.9
,,142.9,4674.9,41.004,14.29,2.187,-1.668,-0.328,-0.248,-1.021,-0.684,-0.823,4.796,3856.646,2.624,14.5,14.233,-2.632,0,0.399,4.573,3,3,68.484,95.757,95.431,96.055,96.244,78,3,64762.551,94.076,11,0.269,0.314,-0.628,-41.423,5.826,7.864,1.25,0.15,31.3362046,121.2269625,7.9
,,142.92,4675.43,41.004,14.289,2.195,-1.668,-0.33,-0.247,-1.025,-0.438,-1.097,4.77,3863.142,2.627,14.47,14.214,-2.631,0,0.424,4.58,3,3,68.503,95.957,95.666,96.289,96.433,78,3,64730.566,94.316,11,0.268,0.315,-0.621,-41.322,5.789,7.859,1.25,0.15,31.3362082,121.2269588,7.89
,,142.94,4675.96,41.003,14.289,2.201,-1.668,-0.329,-0.247,-1.021,-0.309,-1.175,4.726,3869.638,2.63,14.44,14.195,-2.63,0,0.45,4.586,3,3,68.523,96.156,95.901,96.524,96.622,78,3,64698.582,94.556,11,0.267,0.315,-0.614,-41.221,5.752,7.854,1.25,0.15,31.33621177,121.2269552,7.89
,,142.96,4676.49,41.002,14.288,2.207,-1.667,-0.325,-0.245,-1.006,-0.276,-1.142,4.679,3876.135,2.633,14.411,14.176,-2.629,0,0.475,4.592,3,3,68.542,96.356,96.136,96.759,96.811,78,3,64666.598,94.796,11,0.266,0.316,-0.607,-41.121,5.716,7.849,1.25,0.15,31.33621535,121.2269516,7.88
,,142.98,4677.02,41.001,14.288,2.214,-1.667,-0.321,-0.243,-0.977,-0.337,-1.084,4.627,3883.224,2.634,14.378,14.155,-2.629,0,0.49,4.597,3,3,68.553,96.552,96.361,96.984,97.007,78,3,64640.371,95.036,11,0.266,0.317,-0.601,-41.02,5.68,7.844,1.25,0.15,31.33621898,121.2269479,7.88
,,143,4677.55,41,14.287,2.224,-1.667,-0.323,-0.244,-0.946,-0.614,-0.739,4.566,3893.675,2.617,14.329,14.119,-2.631,0,0.452,4.589,3,3,68.514,96.729,96.526,97.15,97.246,78,3,64646.766,95.276,11,0.265,0.315,-0.595,-40.921,5.648,7.839,1.25,0.15,31.33622265,121.2269443,7.87
,,143.02,4678.08,40.999,14.287,2.235,-1.668,-0.328,-0.248,-0.933,-1.249,0.34,4.471,3904.127,2.601,14.28,14.083,-2.632,0,0.414,4.582,3,3,68.475,96.906,96.691,97.316,97.484,78,3,64653.164,95.516,11,0.264,0.314,-0.589,-40.823,5.616,7.833,1.25,0.15,31.33622633,121.2269406,7.87
,,143.04,4678.62,40.998,14.286,2.239,-1.668,-0.328,-0.251,-0.94,-1.589,1.038,4.423,3914.578,2.585,14.231,14.047,-2.634,0,0.376,4.575,3,3,68.437,97.084,96.856,97.483,97.723,78,3,64659.559,95.756,11,0.263,0.313,-0.583,-40.724,5.583,7.828,1.25,0.15,31.33623002,121.2269369,7.86
,,143.06,4679.15,40.998,14.286,2.239,-1.667,-0.326,-0.253,-0.945,-1.741,1.298,4.4,3925.03,2.569,14.182,14.011,-2.636,0,0.337,4.567,3,3,68.398,97.261,97.021,97.649,97.961,78,3,64665.957,95.996,11,0.263,0.311,-0.578,-40.626,5.551,7.823,1.25,0.15,31.33623375,121.2269332,7.86
,,143.08,4679.69,40.997,14.285,2.24,-1.667,-0.324,-0.253,-0.948,-1.848,1.233,4.402,3935.324,2.554,14.139,13.976,-2.639,0,0.299,4.561,3,3,68.361,97.451,97.198,97.833,98.202,78,3,64675.234,96.227,11,0.262,0.31,-0.572,-40.528,5.521,7.817,1.25,0.15,31.33623747,121.2269296,7.85
,,143.1,4680.23,40.996,14.285,2.243,-1.667,-0.324,-0.252,-0.967,-2.027,1.148,4.419,3944.73,2.549,14.132,13.951,-2.642,0,0.262,4.558,3,3,68.336,97.711,97.447,98.117,98.459,78,3,64700.82,96.407,11,0.261,0.309,-0.567,-40.434,5.503,7.811,1.25,0.15,31.33624122,121.2269259,7.85
,,143.12,4680.77,40.995,14.284,2.247,-1.667,-0.324,-0.246,-1.012,-2.12,0.926,4.43,3954.136,2.543,14.125,13.925,-2.646,0,0.225,4.555,3,3,68.311,97.971,97.696,98.4,98.716,78,3,64726.406,96.587,11,0.261,0.308,-0.563,-40.34,5.485,7.806,1.25,0.15,31.33624504,121.2269221,7.84
,,143.14,4681.33,40.994,14.283,2.25,-1.667,-0.327,-0.234,-1.065,-1.853,-0.078,4.399,3964.013,2.537,14.118,13.899,-2.65,0,0.186,4.552,3,3,68.285,98.243,97.958,98.698,98.986,78,3,64753.273,96.776,11,0.26,0.307,-0.558,-40.241,5.465,7.8,1.25,0.15,31.33624906,121.2269182,7.83
,,143.16,4681.87,40.993,14.283,2.254,-1.667,-0.336,-0.221,-1.091,-1.361,-1.758,4.297,3973.419,2.531,14.111,13.873,-2.654,0,0.149,4.549,3,3,68.26,98.503,98.207,98.982,99.243,78,3,64778.863,96.956,11,0.259,0.306,-0.554,-40.147,5.447,7.794,1.25,0.15,31.33625287,121.2269145,7.83
,,143.18,4682.41,40.992,14.282,2.256,-1.667,-0.343,-0.206,-1.091,-0.993,-3.216,4.076,3981.711,2.527,14.105,13.852,-2.657,0,0.132,4.547,3,3,68.227,98.746,98.451,99.239,99.465,78,3,64792.934,97.148,10.96,0.258,0.305,-0.549,-40.055,5.423,7.788,1.25,0.15,31.33625662,121.2269109,7.82
,,143.2,4682.96,40.991,14.282,2.254,-1.667,-0.338,-0.19,-1.081,-0.948,-3.493,3.688,3985.543,2.529,14.104,13.85,-2.661,0,0.192,4.547,3,3,68.165,98.92,98.675,99.39,99.548,78,3,64760.949,97.388,10.76,0.257,0.305,-0.547,-39.968,5.377,7.782,1.25,0.152,31.33626038,121.2269073,7.82
,,143.22,4683.51,40.991,14.281,2.251,-1.667,-0.317,-0.175,-1.075,-1.038,-2.572,3.371,3989.375,2.53,14.103,13.847,-2.664,0,0.252,4.547,3,3,68.102,99.094,98.9,99.541,99.63,78,3,64728.965,97.628,10.56,0.255,0.304,-0.545,-39.881,5.332,7.776,1.25,0.154,31.33626413,121.2269037,7.81
,,143.24,4684.05,40.99,14.281,2.254,-1.667,-0.299,-0.161,-1.052,-0.928,-1.664,3.082,3993.207,2.532,14.102,13.844,-2.667,0,0.312,4.547,3,3,68.04,99.269,99.124,99.692,99.713,78,3,64696.98,97.868,10.36,0.253,0.304,-0.542,-39.794,5.286,7.77,1.25,0.156,31.33626799,121.2269,7.81
,,143.26,4684.6,40.989,14.28,2.26,-1.667,-0.292,-0.149,-1.012,-0.749,-0.722,2.838,3997.04,2.533,14.101,13.841,-2.671,0,0.372,4.547,3,3,67.977,99.443,99.349,99.844,99.796,78,3,64664.996,98.108,10.16,0.251,0.304,-0.54,-39.706,5.24,7.765,1.25,0.158,31.33627185,121.2268963,7.8
,,143.28,4685.15,40.988,14.28,2.263,-1.667,-0.292,-0.141,-0.966,-0.628,0.381,2.65,4002.019,2.534,14.103,13.842,-2.674,0,0.42,4.547,3,3,67.913,99.613,99.566,100.002,99.928,78,3,64640.691,98.34,10,0.249,0.303,-0.539,-39.619,5.179,7.759,1.25,0.16,31.33627571,121.2268927,7.79
,,143.3,4685.7,40.987,14.279,2.258,-1.668,-0.297,-0.141,-0.926,-0.701,1.265,2.527,4011.589,2.53,14.111,13.861,-2.676,0,0.42,4.547,3,3,67.841,99.767,99.755,100.191,100.26,78,3,64647.086,98.54,10,0.243,0.302,-0.54,-39.532,5.055,7.752,1.25,0.16,31.3362796,121.226889,7.79
,,143.32,4686.25,40.986,14.279,2.253,-1.668,-0.309,-0.147,-0.906,-1.028,1.73,2.468,4021.16,2.527,14.12,13.879,-2.679,0,0.42,4.547,3,3,67.77,99.921,99.944,100.381,100.592,78,3,64653.484,98.74,10,0.238,0.3,-0.541,-39.445,4.931,7.746,1.25,0.16,31.33628351,121.2268853,7.78
